COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO
BLUE_MOUNTAIN_DL    ,Blue Mountain Dataloggers,9848,MONTICELLO - POLE CANYON SPRINGS                                                ,MONTICELLO - POLE CANYON SPRINGS        ,Same Datalogger as South Fork Springs                                                                                                                                                                   ,Conveyance,1,9848,BLUE MOUNTAIN                                               ,Observational,MCCROMETER MAGNETIC METER           ,FLOWMETER   ,A,37.86384884,-109.4029472,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9848,12,2013,2024,3370,0,2038,67,206,1,0,67,2244,66.59%,60.47%
BLUE_MOUNTAIN_DL    ,Blue Mountain Dataloggers,9849,MONTICELLO - SOUTH FORK SPRINGS                                                 ,MONTICELLO - SOUTH FORK SPRINGS         ,Same Datalogger as Pole Canyon Springs                                                                                                                                                                  ,Conveyance,2,9849,BLUE MOUNTAIN                                               ,Observational,MCCROMETER MAGNETIC METER           ,FLOWMETER   ,A,37.8638348,-109.4025915,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9849,12,2013,2024,3368,0,691,134,0,0,0,133,914,27.14%,20.52%
USBR                ,USBR,9850,USBR EAST CANYON RESERVOIR ELEVATION                                            ,EAST CANYON|pool ele                    ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `EAST CANYON`|`pool elevation` at 8:30AM                                                                                                                ,Reservoir,1,9850,WEBER RIVER                                                 ,Observational,                                    ,,A,40.92095994,-111.6006427,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9850,13,2013,2025,4126,0,0,207,1,0,130,207,362,8.77%,0.00%
USBR                ,USBR,9851,USBR EAST CANYON RESERVOIR RELEASE                                              ,EAST CANYON|total release               ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `EAST CANYON`|`release` at 8:30AM                                                                                                                       ,Reservoir Release,1,9851,WEBER RIVER                                                 ,Observational,                                    ,,A,40.92068421,-111.6037853,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9851,9,2013,2025,2416,0,0,114,82,0,1272,116,1381,57.16%,0.00%
USBR                ,USBR,9852,USBR ECHO RESERVOIR ELEVATION                                                   ,ECHO|pool elevation                     ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `ECHO`|`pool elevation` at 8:30AM                                                                                                                       ,Reservoir,1,9852,WEBER RIVER                                                 ,Observational,                                    ,,A,40.96466437,-111.4300676,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9852,13,2013,2025,4131,0,0,207,0,0,3,207,364,8.81%,0.00%
USBR                ,USBR,9853,USBR ECHO RESERVOIR RELEASE                                                     ,ECHO|total release                      ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `ECHO`|`release` at 8:30AM                                                                                                                              ,Reservoir Release,1,9853,WEBER RIVER                                                 ,Observational,                                    ,,A,40.96585646,-111.4353887,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9853,9,2013,2025,2415,0,0,120,44,0,928,120,1066,44.14%,0.00%
USBR                ,USBR,9854,USBR LOST CREEK RESERVOIR ELEVATION                                             ,LOST CREEK|pool el                      ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `LOST CREEK`|`pool elevation` at 8:30AM                                                                                                                 ,Reservoir,1,9854,WEBER RIVER                                                 ,Observational,                                    ,,A,41.18450672,-111.4005377,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9854,13,2013,2025,4124,0,0,206,0,0,185,207,498,12.08%,0.00%
USBR                ,USBR,9855,USBR LOST CREEK RESERVOIR RELEASE                                               ,LOST CREEK|total release                ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `LOST CREEK`|`release` at 8:30AM                                                                                                                        ,Reservoir Release,1,9855,WEBER RIVER                                                 ,Observational,                                    ,,A,41.18164885,-111.4001797,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9855,9,2013,2025,2412,0,0,120,82,4,930,118,1061,43.99%,0.00%
USBR                ,USBR,9856,USBR WANSHIP RESERVOIR ELEVATION                                                ,ROCKPORT RES|pool el                    ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `ROCKPORT RESERVOIR`|`pool elevation` at 8:30AM                                                                                                         ,Reservoir,1,9856,WEBER RIVER                                                 ,Observational,                                    ,,A,40.78778149,-111.4039367,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9856,13,2013,2025,4131,0,0,207,0,0,78,207,431,10.43%,0.00%
USBR                ,USBR,9857,USBR WANSHIP RESERVOIR RELEASE                                                  ,ROCKPORT RES|total release              ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `ROCKPORT RESERVOIR`|`release` at 8:30AM                                                                                                                ,Reservoir Release,1,9857,WEBER RIVER                                                 ,Observational,                                    ,,A,40.79230908,-111.4046039,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9857,9,2013,2025,2408,0,0,121,49,5,912,121,1027,42.65%,0.00%
USBR                ,USBR,9858,USBR PINEVIEW RESERVOIR ELEVATION                                               ,PINEVIEW|pool elevat                    ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `PINEVIEW`|`pool elevation` at 8:30AM                                                                                                                   ,Reservoir,1,9858,OGDEN RIVER                                                 ,Observational,                                    ,,A,41.25473847,-111.8426338,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9858,13,2013,2025,4131,0,0,207,12,0,71,206,434,10.51%,0.00%
USBR                ,USBR,9859,USBR PINEVIEW RESERVOIR RELEASE                                                 ,PINEVIEW|total release                  ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `PINEVIEW`|`release` at 8:30AM                                                                                                                          ,Reservoir Release,1,9859,OGDEN RIVER                                                 ,Observational,                                    ,,A,41.25474259,-111.8426236,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9859,9,2013,2025,2369,0,0,119,121,0,998,119,1100,46.43%,0.00%
USBR                ,USBR,9864,USBR CAUSEY RESERVOIR ELEVATION                                                 ,CAUSEY|pool elevatio                    ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `CAUSEY`|`pool elevation` at 8:30AM                                                                                                                     ,Reservoir,1,9864,OGDEN RIVER                                                 ,Observational,                                    ,,A,41.29940633,-111.5860663,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9864,13,2013,2025,4131,0,0,204,0,0,6,207,389,9.42%,0.00%
