COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO,REPEATED_RATIO
USGS                ,USGS Gage,10321,USGS PROVO RIVER NEAR WOODLAND                                                  ,10154200,Woodland Gage                                                                                                                                                                                           ,Stream,1.0,10321,PROVO RIVER                                                 ,Observational,                                    ,,A,40.55778199,-111.1688834,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10321,8,2018.0,2025.0,2443,0,0,122,430,0,71,123,7,498,20.38%,0.00%,14.26%
OGDEN               ,Ogden River Dataloggers,10332,CO-OP FLUME                                                                     ,CO-OP FARM                              ,South Fork CO-OP FLUME to two users:  CO-OP Farm and Huntsville South Bench                                                                                                                             ,Conveyance,1.0,10332,OGDEN RIVER                                                 ,Observational,30-INCH FLUME                       ,,A,41.25892123,-111.6978057,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10332,9,2017.0,2025.0,2700,0,268,122,0,1,707,122,0,1160,42.96%,9.93%,60.95%
BEAVER CREEK        ,Beaver Creek,10337,BEAVER CREEK NEAR GRIST MILL                                                    ,Gristmill                               ,                                                                                                                                                                                                        ,Stream,1.0,10337,WEBER RIVER                                                 ,Observational,Weir with gaging station            ,,A,40.6381625,-111.2623439,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10337,8,2018.0,2025.0,2320,0,0,116,405,0,0,116,2,405,17.46%,0.00%,0.00%
CU_SCADA            ,CUWCD Scada,10364,DEER CREEK CONTENTS (FROM ELEV)                                                 , OREM\DC\ANALOG\RES_LVL                 ,Deer Creek Reservoir Elevation                                                                                                                                                                          ,Reservoir,1.0,10364,PROVO RIVER                                                 ,Observational,                                    ,STAGE       ,A,40.40732115,-111.5266169,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10364,9,2006.0,2025.0,2389,0,0,120,3,0,14,120,0,246,10.30%,0.00%,5.69%
USGS                ,USGS Gage,10365,USGS UINTA RIVER AT RANDLETT                                                    ,09301500                                ,UINTA RIVER AT RANDLETT                                                                                                                                                                                 ,Stream,1.0,10365,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.23339816,-109.8039182,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10365,10,2016.0,2025.0,3056,0,0,153,304,11,12,153,49,316,10.34%,0.00%,3.80%
USGS                ,USGS Gage,10366,USGS DUCHESNE RIVER NEAR RANDLETT                                               ,09302000                                ,DUCHESNE RIVER NEAR RANDLETT                                                                                                                                                                            ,Stream,1.0,10366,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.21004146,-109.7815576,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10366,10,2016.0,2025.0,3055,0,0,153,324,4,10,153,41,334,10.93%,0.00%,2.99%
USGS                ,USGS Gage,10370,"USGS DUCHESNE RIV ABV UINTA RIV, NR RANDLETT, U                                 ",09295100                                ,                                                                                                                                                                                                        ,Stream,1.0,10370,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.20670384,-109.859914,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10370,10,2016.0,2025.0,3043,0,0,153,315,4,0,153,44,315,10.35%,0.00%,0.00%
SEVIER              ,Sevier River,10371,SEVIER RIVER ABOVE CLEAR CREEK                                                  ,4052,SEVIER RIVER ABOVE CLEAR CREEK                                                                                                                                                                          ,Stream,1.0,10371,SEVIER RIVER                                                ,Observational,                                    ,,A,38.57499356,-112.2589076,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10371,17,1939.0,2025.0,4201,0,20,209,305,1,594,207,5,913,21.73%,0.48%,65.06%
CU_SCADA            ,CUWCD Scada,10372,WASHINGTON LAKE CONTENTS (FROM ELEVATION)                                       ,OREM\WL\ANALOG\RES_LVL                  ,Washington Lake Reservoir Elevation                                                                                                                                                                     ,Reservoir,1.0,10372,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.67671858,-110.9667033,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10372,4,2022.0,2025.0,842,0,0,41,94,0,160,43,0,265,31.47%,0.00%,60.38%
EMERY               ,Emery County,10377,EMERY WCD - HUNTINGTON NORTH RESERVOIR DIVERSION                                ,6454,HUNTINGTON NORTH RES DAILY DIVERSION                                                                                                                                                                    ,Conveyance,1.0,10377,HUNTINGTON CREEK                                            ,Observational,                                    ,DIGITAL     ,A,39.35281982,-110.9523729,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10377,8,2018.0,2025.0,2457,0,50,121,171,2,6,121,0,243,9.89%,2.04%,2.47%
SLCO                ,Salt Lake County,10387,ROSE CREEK AT JORDAN RIVER                                                      ,117,Rose Creek @ Jordan River                                                                                                                                                                               ,Stream,1.0,10387,SLCO FLOOD CONTROL                                          ,Observational,Stage Height Sensor; Rated Section  ,DIGITAL     ,A,40.49416928,-111.9333498,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10387,6,2018.0,2024.0,1629,0,688,47,65,25,11,47,2,778,47.76%,42.23%,1.41%
SLCO                ,Salt Lake County,10388,MIDAS CREEK AT JORDAN RIVER                                                     ,62,Midas Creek @ Jordan River                                                                                                                                                                              ,Stream,1.0,10388,SLCO FLOOD CONTROL                                          ,Observational,Stage Height Sensor; Rated Section  ,DIGITAL     ,A,40.54848952,-111.918601,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10388,7,2017.0,2024.0,2017,0,35,100,170,32,207,100,0,437,21.67%,1.74%,47.37%
SLCO                ,Salt Lake County,10389,BINGHAM CREEK AT JORDAN RIVER                                                   ,71,Bingham Creek @ Jordan River                                                                                                                                                                            ,Stream,1.0,10389,SLCO FLOOD CONTROL                                          ,Observational,Stage Height Sensor; Rated Section  ,DIGITAL     ,A,40.60481415,-111.9246185,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10389,7,2017.0,2024.0,2273,0,0,114,55,4,116,114,0,239,10.51%,0.00%,48.54%
